"target","outcome","heldout","source","variant","n_cols","spearman"
"level","women_b12","SierraLeone","AlphaEarth","drop",318,0.358241758241758
"level","women_b12","SierraLeone","AlphaEarth","only",64,0.252747252747253
"level","women_b12","Ghana","DHS","drop",244,0.622958748221906
"level","women_b12","Ghana","DHS","only",138,0.400995992937829
"level","women_b12","Malawi","DHS","drop",244,0.404388714733542
"level","women_b12","Malawi","DHS","only",138,0.315411533134067
"level","women_b12","SierraLeone","DHS","drop",244,0.476923076923077
"level","women_b12","SierraLeone","DHS","only",138,0.428571428571429
"level","women_b12","Ghana","SoilGrids/iSDA","drop",337,0.567482219061166
"level","women_b12","Ghana","SoilGrids/iSDA","only",45,0.4524893314367
"level","women_b12","Malawi","SoilGrids/iSDA","drop",337,0.362980243493475
"level","women_b12","Malawi","SoilGrids/iSDA","only",45,0.269173288619961
"level","women_b12","SierraLeone","SoilGrids/iSDA","drop",337,0.393406593406593
"level","women_b12","SierraLeone","SoilGrids/iSDA","only",45,0.38021978021978
"level","women_b12","Ghana","MapSPAM","drop",370,0.579260312944523
"level","women_b12","Ghana","MapSPAM","only",12,0.464923715191303
"level","women_b12","Malawi","MapSPAM","drop",370,0.419789312531895
"level","women_b12","Malawi","MapSPAM","only",12,0.162196896843875
"level","women_b12","SierraLeone","MapSPAM","drop",370,0.432967032967033
"level","women_b12","SierraLeone","MapSPAM","only",12,0.384615384615385
"level","women_b12","Ghana","Malaria Atlas","drop",359,0.59678520625889
"level","women_b12","Ghana","Malaria Atlas","only",23,0.102332859174964
"level","women_b12","Malawi","Malaria Atlas","drop",359,0.417383538674637
"level","women_b12","Malawi","Malaria Atlas","only",23,0.0572464824670117
"level","women_b12","SierraLeone","Malaria Atlas","drop",359,0.41978021978022
"level","women_b12","SierraLeone","Malaria Atlas","only",23,0.424175824175824
"level","women_b12","Ghana","WFP prices","drop",378,0.591806543385491
"level","women_b12","Ghana","WFP prices","only",4,0.327652916073969
"level","women_b12","Malawi","WFP prices","drop",378,0.414321644674491
"level","women_b12","Malawi","WFP prices","only",4,0.0242582197273456
"level","women_b12","SierraLeone","WFP prices","drop",378,0.432967032967033
"level","women_b12","SierraLeone","WFP prices","only",4,-0.591208791208791
"level","women_b12","Ghana","IHME","drop",381,0.584893314366999
"level","women_b12","Ghana","IHME","only",1,NA
"level","women_b12","Malawi","IHME","drop",381,0.409090909090909
"level","women_b12","Malawi","IHME","only",1,NA
"level","women_b12","SierraLeone","IHME","drop",381,0.432967032967033
"level","women_b12","SierraLeone","IHME","only",1,NA
"level","women_b12","Ghana","WorldPop/GHS","drop",368,0.593058321479374
"level","women_b12","Ghana","WorldPop/GHS","only",14,0.500625889046942
"level","women_b12","Malawi","WorldPop/GHS","drop",368,0.442334329663921
"level","women_b12","Malawi","WorldPop/GHS","only",14,0.179612889115696
"level","women_b12","SierraLeone","WorldPop/GHS","drop",368,0.402197802197802
"level","women_b12","SierraLeone","WorldPop/GHS","only",14,0.578021978021978
"level","women_b12","Ghana","Koppen/AEZ","drop",377,0.589160739687055
"level","women_b12","Ghana","Koppen/AEZ","only",5,-0.0628876678106423
"level","women_b12","Malawi","Koppen/AEZ","drop",377,0.410603630531457
"level","women_b12","Malawi","Koppen/AEZ","only",5,-0.382052950250051
"level","women_b12","SierraLeone","Koppen/AEZ","drop",377,0.432967032967033
"level","women_b12","SierraLeone","Koppen/AEZ","only",5,-0.147904311263463
"prev","child_vitA","Gambia","ALL","full",382,0.58113419263294
"prev","child_vitA","Ghana","ALL","full",382,0.351132250463967
"prev","child_vitA","Malawi","ALL","full",382,0.219295686766157
"prev","child_vitA","SierraLeone","ALL","full",382,-0.2
"prev","child_vitA","Gambia","GEE","drop",306,0.577347576582821
"prev","child_vitA","Gambia","GEE","only",76,0.446152467552234
"prev","child_vitA","Ghana","GEE","drop",306,0.367488404701238
"prev","child_vitA","Ghana","GEE","only",76,0.296798746018787
"prev","child_vitA","Malawi","GEE","drop",306,0.183160494381544
"prev","child_vitA","Malawi","GEE","only",76,0.278953023613989
"prev","child_vitA","SierraLeone","GEE","drop",306,-0.318681318681319
"prev","child_vitA","SierraLeone","GEE","only",76,0.0813186813186813
"prev","child_vitA","Gambia","AlphaEarth","drop",318,0.606081310139605
"prev","child_vitA","Gambia","AlphaEarth","only",64,0.274418292573316
"prev","child_vitA","Ghana","AlphaEarth","drop",318,0.350930855424986
"prev","child_vitA","Ghana","AlphaEarth","only",64,0.262719828351159
"prev","child_vitA","Malawi","AlphaEarth","drop",318,0.22299868725025
"prev","child_vitA","Malawi","AlphaEarth","only",64,0.148005787986292
"prev","child_vitA","SierraLeone","AlphaEarth","drop",318,-0.230769230769231
"prev","child_vitA","SierraLeone","AlphaEarth","only",64,0.0725274725274725
"prev","child_vitA","Gambia","DHS","drop",244,0.427664871542831
"prev","child_vitA","Gambia","DHS","only",138,0.587370972009606
"prev","child_vitA","Ghana","DHS","drop",244,0.331021517285688
"prev","child_vitA","Ghana","DHS","only",138,0.374378694134696
"prev","child_vitA","Malawi","DHS","drop",244,0.222208586889891
"prev","child_vitA","Malawi","DHS","only",138,0.13294628473222
"prev","child_vitA","SierraLeone","DHS","drop",244,-0.0241758241758242
"prev","child_vitA","SierraLeone","DHS","only",138,-0.459340659340659
"prev","child_vitA","Gambia","SoilGrids/iSDA","drop",337,0.510302198283659
"prev","child_vitA","Gambia","SoilGrids/iSDA","only",45,0.609645184069129
"prev","child_vitA","Ghana","SoilGrids/iSDA","drop",337,0.360943065934344
"prev","child_vitA","Ghana","SoilGrids/iSDA","only",45,0.218038900417156
"prev","child_vitA","Malawi","SoilGrids/iSDA","drop",337,0.232451333730208
"prev","child_vitA","Malawi","SoilGrids/iSDA","only",45,0.163826833756373
"prev","child_vitA","SierraLeone","SoilGrids/iSDA","drop",337,-0.195604395604396
"prev","child_vitA","SierraLeone","SoilGrids/iSDA","only",45,0.235164835164835
"prev","child_vitA","Gambia","MapSPAM","drop",370,0.57645660810044
"prev","child_vitA","Gambia","MapSPAM","only",12,0.100233954267851
"prev","child_vitA","Ghana","MapSPAM","drop",370,0.350499294627169
"prev","child_vitA","Ghana","MapSPAM","only",12,0.109967491205274
"prev","child_vitA","Malawi","MapSPAM","drop",370,0.226749284141592
"prev","child_vitA","Malawi","MapSPAM","only",12,0.0655459468279951
"prev","child_vitA","SierraLeone","MapSPAM","drop",370,-0.195604395604396
"prev","child_vitA","SierraLeone","MapSPAM","only",12,-0.0153846153846154
"prev","child_vitA","Gambia","Malaria Atlas","drop",359,0.617663900410557
"prev","child_vitA","Gambia","Malaria Atlas","only",23,-0.00178193696476179
"prev","child_vitA","Ghana","Malaria Atlas","drop",359,0.34481707745591
"prev","child_vitA","Ghana","Malaria Atlas","only",23,-0.0594546925792772
"prev","child_vitA","Malawi","Malaria Atlas","drop",359,0.231737387621449
"prev","child_vitA","Malawi","Malaria Atlas","only",23,-0.0980866760619215
"prev","child_vitA","SierraLeone","Malaria Atlas","drop",359,-0.2
"prev","child_vitA","SierraLeone","Malaria Atlas","only",23,-0.0945054945054945
"prev","child_vitA","Gambia","WFP prices","drop",378,0.580243224150559
"prev","child_vitA","Gambia","WFP prices","only",4,0.00334113180892836
"prev","child_vitA","Ghana","WFP prices","drop",378,0.348298334558301
"prev","child_vitA","Ghana","WFP prices","only",4,0.306566405409382
"prev","child_vitA","Malawi","WFP prices","drop",378,0.217886833111541
"prev","child_vitA","Malawi","WFP prices","only",4,0.0943931948592792
"prev","child_vitA","SierraLeone","WFP prices","drop",378,-0.195604395604396
"prev","child_vitA","SierraLeone","WFP prices","only",4,-0.138461538461538
"prev","child_vitA","Gambia","IHME","drop",381,0.568883376000203
"prev","child_vitA","Gambia","IHME","only",1,NA
"prev","child_vitA","Ghana","IHME","drop",381,0.348413417437719
"prev","child_vitA","Ghana","IHME","only",1,NA
"prev","child_vitA","Malawi","IHME","drop",381,0.222484646051944
"prev","child_vitA","Malawi","IHME","only",1,NA
"prev","child_vitA","SierraLeone","IHME","drop",381,-0.2
"prev","child_vitA","SierraLeone","IHME","only",1,NA
"prev","child_vitA","Gambia","WorldPop/GHS","drop",368,0.538590447599252
"prev","child_vitA","Gambia","WorldPop/GHS","only",14,0.060585856801901
"prev","child_vitA","Ghana","WorldPop/GHS","drop",368,0.340271303718902
"prev","child_vitA","Ghana","WorldPop/GHS","only",14,0.211277781251354
"prev","child_vitA","Malawi","WorldPop/GHS","drop",368,0.210442755017556
"prev","child_vitA","Malawi","WorldPop/GHS","only",14,0.181523177972125
"prev","child_vitA","SierraLeone","WorldPop/GHS","drop",368,-0.2
"prev","child_vitA","SierraLeone","WorldPop/GHS","only",14,-0.147252747252747
"prev","child_vitA","Gambia","Koppen/AEZ","drop",377,0.58113419263294
"prev","child_vitA","Gambia","Koppen/AEZ","only",5,-0.353474534031438
"prev","child_vitA","Ghana","Koppen/AEZ","drop",377,0.346946110725141
"prev","child_vitA","Ghana","Koppen/AEZ","only",5,0.0359046695846182
"prev","child_vitA","Malawi","Koppen/AEZ","drop",377,0.218743568442051
"prev","child_vitA","Malawi","Koppen/AEZ","only",5,0.0085061120434103
"prev","child_vitA","SierraLeone","Koppen/AEZ","drop",377,-0.2
"prev","child_vitA","SierraLeone","Koppen/AEZ","only",5,-0.21854517634452
"prev","women_vitA","Gambia","ALL","full",382,0.450083479470992
"prev","women_vitA","Ghana","ALL","full",382,0.258716162062137
"prev","women_vitA","Malawi","ALL","full",382,0.0830528290194927
"prev","women_vitA","SierraLeone","ALL","full",382,-0.0388882659240926
"prev","women_vitA","Gambia","GEE","drop",306,0.488802861177308
"prev","women_vitA","Gambia","GEE","only",76,0.342842525290469
"prev","women_vitA","Ghana","GEE","drop",306,0.243694220881065
"prev","women_vitA","Ghana","GEE","only",76,0.215299631764321
"prev","women_vitA","Malawi","GEE","drop",306,0.0447304670165797
"prev","women_vitA","Malawi","GEE","only",76,0.15253183953713
"prev","women_vitA","SierraLeone","GEE","drop",306,-0.0457509010871677
"prev","women_vitA","SierraLeone","GEE","only",76,-0.160128153805087
"prev","women_vitA","Gambia","AlphaEarth","drop",318,0.473784434333646
"prev","women_vitA","Gambia","AlphaEarth","only",64,0.164264043602552
"prev","women_vitA","Ghana","AlphaEarth","drop",318,0.251940687108063
"prev","women_vitA","Ghana","AlphaEarth","only",64,0.238300586213677
"prev","women_vitA","Malawi","AlphaEarth","drop",318,0.105749516235386
"prev","women_vitA","Malawi","AlphaEarth","only",64,-0.196694100197818
"prev","women_vitA","SierraLeone","AlphaEarth","drop",318,-0.125814977989711
"prev","women_vitA","SierraLeone","AlphaEarth","only",64,0.00686263516307516
"prev","women_vitA","Gambia","DHS","drop",244,0.413006738200702
"prev","women_vitA","Gambia","DHS","only",138,0.204860728664325
"prev","women_vitA","Ghana","DHS","drop",244,0.257156019802975
"prev","women_vitA","Ghana","DHS","only",138,0.115055704737374
"prev","women_vitA","Malawi","DHS","drop",244,0.103618742400792
"prev","women_vitA","Malawi","DHS","only",138,0.0623290805393342
"prev","women_vitA","SierraLeone","DHS","drop",244,0.0937893472286939
"prev","women_vitA","SierraLeone","DHS","only",138,-0.210454145000972
"prev","women_vitA","Gambia","SoilGrids/iSDA","drop",337,0.399396288873633
"prev","women_vitA","Gambia","SoilGrids/iSDA","only",45,0.461112636684306
"prev","women_vitA","Ghana","SoilGrids/iSDA","drop",337,0.252163564573657
"prev","women_vitA","Ghana","SoilGrids/iSDA","only",45,0.260142577841942
"prev","women_vitA","Malawi","SoilGrids/iSDA","drop",337,0.108827300663132
"prev","women_vitA","Malawi","SoilGrids/iSDA","only",45,-0.0746560017602053
"prev","women_vitA","SierraLeone","SoilGrids/iSDA","drop",337,-0.180716059294313
"prev","women_vitA","SierraLeone","SoilGrids/iSDA","only",45,0.219604325218405
"prev","women_vitA","Gambia","MapSPAM","drop",370,0.413476064039566
"prev","women_vitA","Gambia","MapSPAM","only",12,0.206503369100351
"prev","women_vitA","Ghana","MapSPAM","drop",370,0.270261214779934
"prev","women_vitA","Ghana","MapSPAM","only",12,0.042758543244775
"prev","women_vitA","Malawi","MapSPAM","drop",370,0.065596267085711
"prev","women_vitA","Malawi","MapSPAM","only",12,0.0537356377530016
"prev","women_vitA","SierraLeone","MapSPAM","drop",370,-0.157840608750729
"prev","women_vitA","SierraLeone","MapSPAM","only",12,0.160128153805087
"prev","women_vitA","Gambia","Malaria Atlas","drop",359,0.459704659167713
"prev","women_vitA","Gambia","Malaria Atlas","only",23,0.116158145118947
"prev","women_vitA","Ghana","Malaria Atlas","drop",359,0.223724399963795
"prev","women_vitA","Ghana","Malaria Atlas","only",23,0.0346351581533908
"prev","women_vitA","Malawi","Malaria Atlas","drop",359,0.0655173495362817
"prev","women_vitA","Malawi","Malaria Atlas","only",23,0.0536955006317587
"prev","women_vitA","SierraLeone","Malaria Atlas","drop",359,-0.0915018021743355
"prev","women_vitA","SierraLeone","Malaria Atlas","only",23,-0.313393672447099
"prev","women_vitA","Gambia","WFP prices","drop",378,0.448206176115534
"prev","women_vitA","Gambia","WFP prices","only",4,-0.0330874716399426
"prev","women_vitA","Ghana","WFP prices","drop",378,0.263307437853384
"prev","women_vitA","Ghana","WFP prices","only",4,-0.117634726340796
"prev","women_vitA","Malawi","WFP prices","drop",378,0.0857202421902061
"prev","women_vitA","Malawi","WFP prices","only",4,-0.0503493965359524
"prev","women_vitA","SierraLeone","WFP prices","drop",378,-0.100651982391769
"prev","women_vitA","SierraLeone","WFP prices","only",4,0.324831397718891
"prev","women_vitA","Gambia","IHME","drop",381,0.444920895243483
"prev","women_vitA","Gambia","IHME","only",1,NA
"prev","women_vitA","Ghana","IHME","drop",381,0.258270407130948
"prev","women_vitA","Ghana","IHME","only",1,NA
"prev","women_vitA","Malawi","IHME","drop",381,0.0632918746423728
"prev","women_vitA","Malawi","IHME","only",1,NA
"prev","women_vitA","SierraLeone","IHME","drop",381,-0.0480384461415261
"prev","women_vitA","SierraLeone","IHME","only",1,NA
"prev","women_vitA","Gambia","WorldPop/GHS","drop",368,0.402446906826252
"prev","women_vitA","Gambia","WorldPop/GHS","only",14,-0.0605430332135119
"prev","women_vitA","Ghana","WorldPop/GHS","drop",368,0.238835492131104
"prev","women_vitA","Ghana","WorldPop/GHS","only",14,0.0741736205498614
"prev","women_vitA","Malawi","WorldPop/GHS","drop",368,0.0809694057145567
"prev","women_vitA","Malawi","WorldPop/GHS","only",14,0.0882771707917185
"prev","women_vitA","SierraLeone","WorldPop/GHS","drop",368,-0.0800640769025436
"prev","women_vitA","SierraLeone","WorldPop/GHS","only",14,-0.0846391670112603
"prev","women_vitA","Gambia","Koppen/AEZ","drop",377,0.450787468229289
"prev","women_vitA","Gambia","Koppen/AEZ","only",5,0.118273069848776
"prev","women_vitA","Ghana","Koppen/AEZ","drop",377,0.260543757280012
"prev","women_vitA","Ghana","Koppen/AEZ","only",5,-0.0590221470261999
"prev","women_vitA","Malawi","Koppen/AEZ","drop",377,0.0805116839278662
"prev","women_vitA","Malawi","Koppen/AEZ","only",5,-0.0475789448577748
"prev","women_vitA","SierraLeone","Koppen/AEZ","drop",377,-0.0617637164676765
"prev","women_vitA","SierraLeone","Koppen/AEZ","only",5,0.234362032425552
"prev","child_iron","Gambia","ALL","full",382,0.628546004556898
"prev","child_iron","Ghana","ALL","full",382,0.528419762990682
"prev","child_iron","Malawi","ALL","full",382,-0.142846771820835
"prev","child_iron","SierraLeone","ALL","full",382,0.27032967032967
"prev","child_iron","Gambia","GEE","drop",306,0.59939926947833
"prev","child_iron","Gambia","GEE","only",76,0.570697522721573
"prev","child_iron","Ghana","GEE","drop",306,0.53216053515776
"prev","child_iron","Ghana","GEE","only",76,0.527920041517981
"prev","child_iron","Malawi","GEE","drop",306,-0.177842498003732
"prev","child_iron","Malawi","GEE","only",76,-0.00727823546884345
"prev","child_iron","SierraLeone","GEE","drop",306,0.362637362637363
"prev","child_iron","SierraLeone","GEE","only",76,-0.191208791208791
"prev","child_iron","Gambia","AlphaEarth","drop",318,0.62342863885608
"prev","child_iron","Gambia","AlphaEarth","only",64,0.312381801910755
"prev","child_iron","Ghana","AlphaEarth","drop",318,0.511000900227953
"prev","child_iron","Ghana","AlphaEarth","only",64,0.551906672207642
"prev","child_iron","Malawi","AlphaEarth","drop",318,-0.143083907312301
"prev","child_iron","Malawi","AlphaEarth","only",64,0.0285292237425342
"prev","child_iron","SierraLeone","AlphaEarth","drop",318,0.243956043956044
"prev","child_iron","SierraLeone","AlphaEarth","only",64,0.142857142857143
"prev","child_iron","Gambia","DHS","drop",244,0.578484818353251
"prev","child_iron","Gambia","DHS","only",138,0.548670600791968
"prev","child_iron","Ghana","DHS","drop",244,0.574979526490078
"prev","child_iron","Ghana","DHS","only",138,0.226573013251616
"prev","child_iron","Malawi","DHS","drop",244,0.113378126708262
"prev","child_iron","Malawi","DHS","only",138,-0.288229069281191
"prev","child_iron","SierraLeone","DHS","drop",244,0.156043956043956
"prev","child_iron","SierraLeone","DHS","only",138,0.156043956043956
"prev","child_iron","Gambia","SoilGrids/iSDA","drop",337,0.604961623500957
"prev","child_iron","Gambia","SoilGrids/iSDA","only",45,0.419846481627917
"prev","child_iron","Ghana","SoilGrids/iSDA","drop",337,0.506260685115472
"prev","child_iron","Ghana","SoilGrids/iSDA","only",45,0.514998672009563
"prev","child_iron","Malawi","SoilGrids/iSDA","drop",337,-0.187774826857831
"prev","child_iron","Malawi","SoilGrids/iSDA","only",45,0.218784852664933
"prev","child_iron","SierraLeone","SoilGrids/iSDA","drop",337,0.156043956043956
"prev","child_iron","SierraLeone","SoilGrids/iSDA","only",45,0.314285714285714
"prev","child_iron","Gambia","MapSPAM","drop",370,0.586939596467645
"prev","child_iron","Gambia","MapSPAM","only",12,0.286794973406669
"prev","child_iron","Ghana","MapSPAM","drop",370,0.527577375365272
"prev","child_iron","Ghana","MapSPAM","only",12,0.273886999567569
"prev","child_iron","Malawi","MapSPAM","drop",370,-0.150015560139771
"prev","child_iron","Malawi","MapSPAM","only",12,0.133350697694686
"prev","child_iron","SierraLeone","MapSPAM","drop",370,0.151648351648352
"prev","child_iron","SierraLeone","MapSPAM","only",12,0.582417582417582
"prev","child_iron","Gambia","Malaria Atlas","drop",359,0.603849152696432
"prev","child_iron","Gambia","Malaria Atlas","only",23,0.209811993733506
"prev","child_iron","Ghana","Malaria Atlas","drop",359,0.534245087586743
"prev","child_iron","Ghana","Malaria Atlas","only",23,0.308927814423923
"prev","child_iron","Malawi","Malaria Atlas","drop",359,-0.142217450708867
"prev","child_iron","Malawi","Malaria Atlas","only",23,0.0753908450945613
"prev","child_iron","SierraLeone","Malaria Atlas","drop",359,0.261538461538461
"prev","child_iron","SierraLeone","Malaria Atlas","only",23,-0.279120879120879
"prev","child_iron","Gambia","WFP prices","drop",378,0.623206144695175
"prev","child_iron","Gambia","WFP prices","only",4,0.33351874719674
"prev","child_iron","Ghana","WFP prices","drop",378,0.528262707670691
"prev","child_iron","Ghana","WFP prices","only",4,0.235554424475014
"prev","child_iron","Malawi","WFP prices","drop",378,-0.130150902431574
"prev","child_iron","Malawi","WFP prices","only",4,-0.0882052822295551
"prev","child_iron","SierraLeone","WFP prices","drop",378,0.186813186813187
"prev","child_iron","SierraLeone","WFP prices","only",4,0.182417582417582
"prev","child_iron","Gambia","IHME","drop",381,0.632773393614094
"prev","child_iron","Gambia","IHME","only",1,NA
"prev","child_iron","Ghana","IHME","drop",381,0.533959532459485
"prev","child_iron","Ghana","IHME","only",1,NA
"prev","child_iron","Malawi","IHME","drop",381,-0.134227808765625
"prev","child_iron","Malawi","IHME","only",1,NA
"prev","child_iron","SierraLeone","IHME","drop",381,0.27032967032967
"prev","child_iron","SierraLeone","IHME","only",1,NA
"prev","child_iron","Gambia","WorldPop/GHS","drop",368,0.645455560785685
"prev","child_iron","Gambia","WorldPop/GHS","only",14,0.452998111602777
"prev","child_iron","Ghana","WorldPop/GHS","drop",368,0.525121601270854
"prev","child_iron","Ghana","WorldPop/GHS","only",14,0.0362226678926604
"prev","child_iron","Malawi","WorldPop/GHS","drop",368,-0.160294471635243
"prev","child_iron","Malawi","WorldPop/GHS","only",14,0.0594480435913804
"prev","child_iron","SierraLeone","WorldPop/GHS","drop",368,0.178021978021978
"prev","child_iron","SierraLeone","WorldPop/GHS","only",14,0.257142857142857
"prev","child_iron","Gambia","Koppen/AEZ","drop",377,0.617643790672548
"prev","child_iron","Gambia","Koppen/AEZ","only",5,-0.159997232173653
"prev","child_iron","Ghana","Koppen/AEZ","drop",377,0.531660813685059
"prev","child_iron","Ghana","Koppen/AEZ","only",5,-0.0700013576093591
"prev","child_iron","Malawi","Koppen/AEZ","drop",377,-0.145373176864531
"prev","child_iron","Malawi","Koppen/AEZ","only",5,0.0791126050684464
"prev","child_iron","SierraLeone","Koppen/AEZ","drop",377,0.27032967032967
"prev","child_iron","SierraLeone","Koppen/AEZ","only",5,-0.558504339547108
"prev","women_iron","Gambia","ALL","full",382,0.1833351885858
"prev","women_iron","Ghana","ALL","full",382,0.278468951329532
"prev","women_iron","Malawi","ALL","full",382,0.127468170073807
"prev","women_iron","SierraLeone","ALL","full",382,-0.125274725274725
"prev","women_iron","Gambia","GEE","drop",306,0.240516187938409
"prev","women_iron","Gambia","GEE","only",76,0.0462787854682601
"prev","women_iron","Ghana","GEE","drop",306,0.305389247285798
"prev","women_iron","Ghana","GEE","only",76,0.112976036263278
"prev","women_iron","Malawi","GEE","drop",306,0.122275399511654
"prev","women_iron","Malawi","GEE","only",76,-0.0292775994440092
"prev","women_iron","SierraLeone","GEE","drop",306,0.0153846153846154
"prev","women_iron","SierraLeone","GEE","only",76,-0.327472527472527
"prev","women_iron","Gambia","AlphaEarth","drop",318,0.235398822237592
"prev","women_iron","Gambia","AlphaEarth","only",64,0.167538103161538
"prev","women_iron","Ghana","AlphaEarth","drop",318,0.314525745378918
"prev","women_iron","Ghana","AlphaEarth","only",64,0.0960267531865919
"prev","women_iron","Malawi","AlphaEarth","drop",318,0.11742511114344
"prev","women_iron","Malawi","AlphaEarth","only",64,0.199361661974413
"prev","women_iron","SierraLeone","AlphaEarth","drop",318,0.0197802197802198
"prev","women_iron","SierraLeone","AlphaEarth","only",64,-0.415384615384615
"prev","women_iron","Gambia","DHS","drop",244,0.509066640150861
"prev","women_iron","Gambia","DHS","only",138,-0.446990769258339
"prev","women_iron","Ghana","DHS","drop",244,0.28208038600886
"prev","women_iron","Ghana","DHS","only",138,0.297463473621053
"prev","women_iron","Malawi","DHS","drop",244,0.275577834539058
"prev","women_iron","Malawi","DHS","only",138,-0.0989218163952343
"prev","women_iron","SierraLeone","DHS","drop",244,-0.248351648351648
"prev","women_iron","SierraLeone","DHS","only",138,0.345054945054945
"prev","women_iron","Gambia","SoilGrids/iSDA","drop",337,0.0280342642740422
"prev","women_iron","Gambia","SoilGrids/iSDA","only",45,0.67927467324326
"prev","women_iron","Ghana","SoilGrids/iSDA","drop",337,0.269433170538226
"prev","women_iron","Ghana","SoilGrids/iSDA","only",45,0.264152706285981
"prev","women_iron","Malawi","SoilGrids/iSDA","drop",337,0.0453650062836197
"prev","women_iron","Malawi","SoilGrids/iSDA","only",45,0.26263756137348
"prev","women_iron","SierraLeone","SoilGrids/iSDA","drop",337,-0.217582417582418
"prev","women_iron","SierraLeone","SoilGrids/iSDA","only",45,0.2
"prev","women_iron","Gambia","MapSPAM","drop",370,0.110802092130738
"prev","women_iron","Gambia","MapSPAM","only",12,0.402269442916414
"prev","women_iron","Ghana","MapSPAM","drop",370,0.263649119776912
"prev","women_iron","Ghana","MapSPAM","only",12,0.336558714130588
"prev","women_iron","Malawi","MapSPAM","drop",370,0.100236207517918
"prev","women_iron","Malawi","MapSPAM","only",12,0.113962927083829
"prev","women_iron","SierraLeone","MapSPAM","drop",370,-0.107692307692308
"prev","women_iron","SierraLeone","MapSPAM","only",12,0.274725274725275
"prev","women_iron","Gambia","Malaria Atlas","drop",359,0.124596730106854
"prev","women_iron","Gambia","Malaria Atlas","only",23,0.472577597762425
"prev","women_iron","Ghana","Malaria Atlas","drop",359,0.252901144854769
"prev","women_iron","Ghana","Malaria Atlas","only",23,0.227505996611686
"prev","women_iron","Malawi","Malaria Atlas","drop",359,0.0725136623599013
"prev","women_iron","Malawi","Malaria Atlas","only",23,0.232332515347654
"prev","women_iron","SierraLeone","Malaria Atlas","drop",359,-0.0857142857142857
"prev","women_iron","SierraLeone","Malaria Atlas","only",23,0.0681318681318681
"prev","women_iron","Gambia","WFP prices","drop",378,0.240738682099314
"prev","women_iron","Gambia","WFP prices","only",4,0.00689731898805799
"prev","women_iron","Ghana","WFP prices","drop",378,0.283648698279963
"prev","women_iron","Ghana","WFP prices","only",4,0.0766027021224776
"prev","women_iron","Malawi","WFP prices","drop",378,0.137316847218424
"prev","women_iron","Malawi","WFP prices","only",4,-0.0407924061807615
"prev","women_iron","SierraLeone","WFP prices","drop",378,-0.112087912087912
"prev","women_iron","SierraLeone","WFP prices","only",4,0.0725274725274725
"prev","women_iron","Gambia","IHME","drop",381,0.179775282011318
"prev","women_iron","Gambia","IHME","only",1,NA
"prev","women_iron","Ghana","IHME","drop",381,0.290425533873443
"prev","women_iron","Ghana","IHME","only",1,NA
"prev","women_iron","Malawi","IHME","drop",381,0.124737568797808
"prev","women_iron","Malawi","IHME","only",1,NA
"prev","women_iron","SierraLeone","IHME","drop",381,-0.0857142857142857
"prev","women_iron","SierraLeone","IHME","only",1,NA
"prev","women_iron","Gambia","WorldPop/GHS","drop",368,0.179775282011318
"prev","women_iron","Gambia","WorldPop/GHS","only",14,-0.412949162639859
"prev","women_iron","Ghana","WorldPop/GHS","drop",368,0.276181229759759
"prev","women_iron","Ghana","WorldPop/GHS","only",14,-0.0090213926053331
"prev","women_iron","Malawi","WorldPop/GHS","drop",368,0.107983710121344
"prev","women_iron","Malawi","WorldPop/GHS","only",14,-8.33064796067286e-05
"prev","women_iron","SierraLeone","WorldPop/GHS","drop",368,-0.0461538461538462
"prev","women_iron","SierraLeone","WorldPop/GHS","only",14,-0.832967032967033
"prev","women_iron","Gambia","Koppen/AEZ","drop",377,0.158860830886239
"prev","women_iron","Gambia","Koppen/AEZ","only",5,0.0879157612534696
"prev","women_iron","Ghana","Koppen/AEZ","drop",377,0.27921713700015
"prev","women_iron","Ghana","Koppen/AEZ","only",5,-0.10649683420556
"prev","women_iron","Malawi","Koppen/AEZ","drop",377,0.133216317166671
"prev","women_iron","Malawi","Koppen/AEZ","only",5,-0.0836341215963382
"prev","women_iron","SierraLeone","Koppen/AEZ","drop",377,-0.112087912087912
"prev","women_iron","SierraLeone","Koppen/AEZ","only",5,-0.44371293379039
"prev","women_folate","Ghana","ALL","full",382,-0.0461908766349685
"prev","women_folate","Malawi","ALL","full",382,-0.0450446670748712
"prev","women_folate","SierraLeone","ALL","full",382,0.0725274725274725
"prev","women_folate","Ghana","GEE","drop",306,-0.122211282673513
"prev","women_folate","Ghana","GEE","only",76,0.14016885890309
"prev","women_folate","Malawi","GEE","drop",306,-0.155855106599415
"prev","women_folate","Malawi","GEE","only",76,0.196850501060612
"prev","women_folate","SierraLeone","GEE","drop",306,-0.0197802197802198
"prev","women_folate","SierraLeone","GEE","only",76,0.437362637362637
"prev","women_folate","Ghana","AlphaEarth","drop",318,-0.0229742959381578
"prev","women_folate","Ghana","AlphaEarth","only",64,-0.129052264094304
"prev","women_folate","Malawi","AlphaEarth","drop",318,-0.0326827497623213
"prev","women_folate","Malawi","AlphaEarth","only",64,-0.0997610450591847
"prev","women_folate","SierraLeone","AlphaEarth","drop",318,0.0989010989010989
"prev","women_folate","SierraLeone","AlphaEarth","only",64,-0.261538461538461
"prev","women_folate","Ghana","DHS","drop",244,0.012171246111158
