country,outcome,predictor_set,n_predictors,rank,column,r,abs_r,n_pairs,min_n,eligible,threshold,flagged,n_flagged_in_cell,max_abs_r_in_cell,n_under_measured_cols
Gambia,women_iron,proxy,1195,8,gee_a2_SoilZinc_mean_20_50,-0.2176,0.2176,1402,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,9,gee_ndvi_May_10km,0.2175,0.2175,1402,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,10,gee_a2_TerraClimate_vpd_yoy,0.2172,0.2172,1402,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,11,gee_a2_TerraClimate_srad_yoy,-0.217,0.217,1402,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,12,wfp_price_cassava,-0.2167,0.2167,1252,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,13,gee_trmm_May_50km,-0.2167,0.2167,1402,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,14,gee_temp_Mar_50km,0.2166,0.2166,1402,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,15,soil_zinc_mean_20_50,-0.2163,0.2163,1402,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,16,gee_a2_SoilZinc_mean_0_20,-0.2161,0.2161,1402,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,17,gee_ndvi_May_25km,0.2158,0.2158,1402,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,18,gee_trmm_Feb_50km,-0.2155,0.2155,1402,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,19,wfp_bananas,-0.2151,0.2151,990,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,20,map2_explorer_2010_tempsuitability_pf_index_1k_global_decomp,-0.2151,0.2151,1402,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,21,dhs2019_w_secondary_plus_adm2.x,-0.215,0.215,1402,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,22,dhs2019_w_secondary_plus_adm2.y,-0.215,0.215,1402,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,23,gee_a2_TerraClimate_aet_yoy,-0.215,0.215,1402,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,24,gee_ndvi_Dec_10km,0.2146,0.2146,1402,100,TRUE,0.55,FALSE,0,0.2219,0
Gambia,women_iron,proxy,1195,25,soil_zinc_mean_0_20,-0.2145,0.2145,1402,100,TRUE,0.55,FALSE,0,0.2219,0
Ghana,child_vitA,questionnaire,2077,1,wfp_rice_paddy,-0.2555,0.2555,331,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,2,ihme_under_5_1_both_ors_or_rhf_number,0.2263,0.2263,327,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,3,ihme_under_5_1_both_recommended_home_fluids_number,0.2256,0.2256,327,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,4,ihme_all_ages_22_both_s_od_number,0.2238,0.2238,327,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,5,ihme_under_5_1_both_oral_rehydration_solution_number,0.2236,0.2236,327,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,6,ihme_under_5_1_both_deaths,0.198,0.198,327,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,7,ihme_infant_28_both_deaths,0.1893,0.1893,327,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,8,ihme_all_ages_22_both_w_surface_number,0.1853,0.1853,327,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,9,ihme_all_ages_22_both_w_piped_number,0.1852,0.1852,327,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,10,ihme_neonatal_42_both_deaths,0.182,0.182,327,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,11,ihme_all_ages_22_both_w_imp_number,0.1727,0.1727,327,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,12,ihme_under_5_1_both_wasting_prevalence_percent,0.1698,0.1698,327,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,13,ihme_under_5_1_both_underweight_prevalence_percent,0.1674,0.1674,327,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,14,ihme_all_ages_22_both_w_unimp_number,0.1639,0.1639,327,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,15,gw_childid,0.1634,0.1634,1165,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,16,ihme_20_24_24_female_proportion_of_population_achieving_6_11_years_education,-0.1611,0.1611,327,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,17,mics_se.hw7b,-0.1602,0.1602,1165,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,18,mics_se.hw7b_b,-0.1602,0.1602,1165,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,19,ihme_all_ages_22_both_s_unimp_percent,-0.1587,0.1587,327,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,20,dhs2014_CN_ANMC_C_ANY,0.1585,0.1585,1024,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,21,mics_hw4,0.1569,0.1569,1165,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,22,gw_bclnr,0.1564,0.1564,1159,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,23,ihme_15_49_24_female_proportion_of_population_achieving_6_11_years_education,-0.1554,0.1554,327,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,24,gee_ndvi_10km_seasonal_cv,0.153,0.153,1165,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,questionnaire,2077,25,lsms_hh_narcotics,0.1529,0.1529,1165,100,TRUE,0.55,FALSE,0,0.2555,8
Ghana,child_vitA,proxy,1872,1,wfp_rice_paddy,-0.2555,0.2555,331,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,2,ihme_under_5_1_both_ors_or_rhf_number,0.2263,0.2263,327,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,3,ihme_under_5_1_both_recommended_home_fluids_number,0.2256,0.2256,327,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,4,ihme_all_ages_22_both_s_od_number,0.2238,0.2238,327,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,5,ihme_under_5_1_both_oral_rehydration_solution_number,0.2236,0.2236,327,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,6,ihme_under_5_1_both_deaths,0.198,0.198,327,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,7,ihme_infant_28_both_deaths,0.1893,0.1893,327,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,8,ihme_all_ages_22_both_w_surface_number,0.1853,0.1853,327,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,9,ihme_all_ages_22_both_w_piped_number,0.1852,0.1852,327,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,10,ihme_neonatal_42_both_deaths,0.182,0.182,327,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,11,ihme_all_ages_22_both_w_imp_number,0.1727,0.1727,327,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,12,ihme_under_5_1_both_wasting_prevalence_percent,0.1698,0.1698,327,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,13,ihme_under_5_1_both_underweight_prevalence_percent,0.1674,0.1674,327,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,14,ihme_all_ages_22_both_w_unimp_number,0.1639,0.1639,327,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,15,ihme_20_24_24_female_proportion_of_population_achieving_6_11_years_education,-0.1611,0.1611,327,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,16,mics_se.hw7b,-0.1602,0.1602,1165,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,17,mics_se.hw7b_b,-0.1602,0.1602,1165,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,18,ihme_all_ages_22_both_s_unimp_percent,-0.1587,0.1587,327,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,19,dhs2014_CN_ANMC_C_ANY,0.1585,0.1585,1024,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,20,mics_hw4,0.1569,0.1569,1165,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,21,ihme_15_49_24_female_proportion_of_population_achieving_6_11_years_education,-0.1554,0.1554,327,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,22,gee_ndvi_10km_seasonal_cv,0.153,0.153,1165,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,23,lsms_hh_narcotics,0.1529,0.1529,1165,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,24,wfp_maize_yellow,-0.1526,0.1526,885,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,child_vitA,proxy,1872,25,gee_a2_LandCoverLayers_2017_2017_data_density_indicator,0.1523,0.1523,1101,100,TRUE,0.55,FALSE,0,0.2555,0
Ghana,women_vitA,questionnaire,2036,1,gw_wAtRisk,0.1786,0.1786,971,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,2,fsec_hfid_fcs_lit,0.1642,0.1642,303,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,3,ihme_15_49_24_male_proportion_of_population_achieving_0_years_education,0.155,0.155,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,4,ihme_20_24_24_male_proportion_of_population_achieving_0_years_education,0.1513,0.1513,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,5,gw_wUnderweight,0.1497,0.1497,971,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,6,ihme_15_49_24_male_proportion_of_population_achieving_6_11_years_education,-0.1469,0.1469,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,7,ihme_15_49_24_female_proportion_of_population_achieving_12_years_education,-0.1462,0.1462,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,8,ihme_15_49_24_female_proportion_of_population_achieving_0_years_education,0.1456,0.1456,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,9,ihme_15_49_24_female_mean_years_of_attainment,-0.1446,0.1446,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,10,ihme_20_24_24_female_proportion_of_population_achieving_12_years_education,-0.1443,0.1443,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,11,ihme_15_49_24_male_mean_years_of_attainment,-0.143,0.143,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,12,ihme_15_49_24_male_proportion_of_population_achieving_12_years_education,-0.1418,0.1418,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,13,ihme_15_49_24_female_proportion_of_population_achieving_6_11_years_education,-0.1412,0.1412,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,14,ihme_20_24_24_male_mean_years_of_attainment,-0.1346,0.1346,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,15,ihme_20_24_24_female_proportion_of_population_achieving_0_years_education,0.1346,0.1346,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,16,ihme_20_24_24_female_mean_years_of_attainment,-0.1345,0.1345,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,17,gw_wprm_yr,-0.1309,0.1309,163,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,18,ihme_under_5_1_both_probability_of_death,0.1282,0.1282,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,19,ihme_20_24_24_male_proportion_of_population_achieving_12_years_education,-0.124,0.124,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,20,gw_PSU_weight,0.1238,0.1238,992,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,21,ihme_under_5_1_both_stunting_prevalence_percent,0.1236,0.1236,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,22,gw_Corrected_probability_of_selecti,0.1109,0.1109,992,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,23,ihme_under_5_1_both_wasting_prevalence_percent,0.1076,0.1076,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,24,gw_wht,0.1057,0.1057,977,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,questionnaire,2036,25,ihme_all_ages_22_both_s_imp_percent,-0.1033,0.1033,255,100,TRUE,0.55,FALSE,0,0.1786,14
Ghana,women_vitA,proxy,1872,1,fsec_hfid_fcs_lit,0.1642,0.1642,303,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,2,ihme_15_49_24_male_proportion_of_population_achieving_0_years_education,0.155,0.155,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,3,ihme_20_24_24_male_proportion_of_population_achieving_0_years_education,0.1513,0.1513,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,4,ihme_15_49_24_male_proportion_of_population_achieving_6_11_years_education,-0.1469,0.1469,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,5,ihme_15_49_24_female_proportion_of_population_achieving_12_years_education,-0.1462,0.1462,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,6,ihme_15_49_24_female_proportion_of_population_achieving_0_years_education,0.1456,0.1456,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,7,ihme_15_49_24_female_mean_years_of_attainment,-0.1446,0.1446,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,8,ihme_20_24_24_female_proportion_of_population_achieving_12_years_education,-0.1443,0.1443,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,9,ihme_15_49_24_male_mean_years_of_attainment,-0.143,0.143,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,10,ihme_15_49_24_male_proportion_of_population_achieving_12_years_education,-0.1418,0.1418,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,11,ihme_15_49_24_female_proportion_of_population_achieving_6_11_years_education,-0.1412,0.1412,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,12,ihme_20_24_24_male_mean_years_of_attainment,-0.1346,0.1346,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,13,ihme_20_24_24_female_proportion_of_population_achieving_0_years_education,0.1346,0.1346,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,14,ihme_20_24_24_female_mean_years_of_attainment,-0.1345,0.1345,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,15,ihme_under_5_1_both_probability_of_death,0.1282,0.1282,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,16,ihme_20_24_24_male_proportion_of_population_achieving_12_years_education,-0.124,0.124,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,17,ihme_under_5_1_both_stunting_prevalence_percent,0.1236,0.1236,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,18,ihme_under_5_1_both_wasting_prevalence_percent,0.1076,0.1076,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,19,ihme_all_ages_22_both_s_imp_percent,-0.1033,0.1033,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,20,ihme_all_ages_22_both_s_od_percent,0.101,0.101,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,21,mics_hc7k_se,-0.0995,0.0995,992,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,22,ihme_under_5_1_both_underweight_prevalence_percent,0.0994,0.0994,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,23,ihme_20_24_24_female_proportion_of_population_achieving_6_11_years_education,-0.0991,0.0991,255,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,24,mics_ws15,0.0973,0.0973,992,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,women_vitA,proxy,1872,25,dhs2014_CH_VACC_C_NON_adm2.x,0.0969,0.0969,914,100,TRUE,0.55,FALSE,0,0.1642,0
Ghana,child_iron,questionnaire,2080,1,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_30_34_years_females_hiv_prevalence_percent,-0.3343,0.3343,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,2,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_30_34_years_males_hiv_prevalence_percent,-0.3343,0.3343,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,3,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_20_24_years_females_hiv_prevalence_percent,-0.3343,0.3343,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,4,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_25_29_years_females_hiv_prevalence_percent,-0.3342,0.3342,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,5,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_40_44_years_males_hiv_prevalence_percent,-0.334,0.334,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,6,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_45_49_years_males_hiv_prevalence_percent,-0.334,0.334,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,7,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_25_29_years_males_hiv_prevalence_percent,-0.334,0.334,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,8,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_35_39_years_males_hiv_prevalence_percent,-0.334,0.334,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,9,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_35_39_years_females_hiv_prevalence_percent,-0.3339,0.3339,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,10,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_40_44_years_females_hiv_prevalence_percent,-0.3339,0.3339,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,11,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_45_49_years_females_hiv_prevalence_percent,-0.3338,0.3338,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,12,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_20_24_years_males_hiv_prevalence_percent,-0.3338,0.3338,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,13,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_50_54_years_males_hiv_prevalence_percent,-0.3336,0.3336,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,14,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_50_54_years_females_hiv_prevalence_percent,-0.3335,0.3335,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,15,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_15_19_years_females_hiv_prevalence_percent,-0.3335,0.3335,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,16,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_55_59_years_males_hiv_prevalence_percent,-0.333,0.333,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,17,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_55_59_years_females_hiv_prevalence_percent,-0.333,0.333,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,18,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_15_19_years_males_hiv_prevalence_percent,-0.333,0.333,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,19,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_both_15_49_years_both_hiv_prevalence_percent,-0.3323,0.3323,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,20,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_both_15_59_years_both_hiv_prevalence_percent,-0.3323,0.3323,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,21,ihme_adm1_lmic_wash_2000_2017_s_imp_all_ages_both_s_imp_percent,-0.324,0.324,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,22,ihme_adm1_lmic_wash_2000_2017_s_od_all_ages_both_s_od_percent,0.3227,0.3227,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,23,wfp_rice_paddy,-0.3208,0.3208,331,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,24,ihme_adm1_lmic_edu_2000_2017_zeroprop_15_49_female_15_49_female_proportion_of_population_achieving_0_years_education,0.3199,0.3199,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,questionnaire,2080,25,ihme_adm1_lmic_edu_2000_2017_zeroprop_20_24_male_20_24_male_proportion_of_population_achieving_0_years_education,0.3183,0.3183,883,100,TRUE,0.55,FALSE,0,0.3343,11
Ghana,child_iron,proxy,1872,1,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_30_34_years_females_hiv_prevalence_percent,-0.3343,0.3343,883,100,TRUE,0.55,FALSE,0,0.3343,0
Ghana,child_iron,proxy,1872,2,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_30_34_years_males_hiv_prevalence_percent,-0.3343,0.3343,883,100,TRUE,0.55,FALSE,0,0.3343,0
Ghana,child_iron,proxy,1872,3,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_20_24_years_females_hiv_prevalence_percent,-0.3343,0.3343,883,100,TRUE,0.55,FALSE,0,0.3343,0
Ghana,child_iron,proxy,1872,4,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_25_29_years_females_hiv_prevalence_percent,-0.3342,0.3342,883,100,TRUE,0.55,FALSE,0,0.3343,0
Ghana,child_iron,proxy,1872,5,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_40_44_years_males_hiv_prevalence_percent,-0.334,0.334,883,100,TRUE,0.55,FALSE,0,0.3343,0
Ghana,child_iron,proxy,1872,6,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_45_49_years_males_hiv_prevalence_percent,-0.334,0.334,883,100,TRUE,0.55,FALSE,0,0.3343,0
Ghana,child_iron,proxy,1872,7,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_25_29_years_males_hiv_prevalence_percent,-0.334,0.334,883,100,TRUE,0.55,FALSE,0,0.3343,0
Ghana,child_iron,proxy,1872,8,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_35_39_years_males_hiv_prevalence_percent,-0.334,0.334,883,100,TRUE,0.55,FALSE,0,0.3343,0
Ghana,child_iron,proxy,1872,9,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_35_39_years_females_hiv_prevalence_percent,-0.3339,0.3339,883,100,TRUE,0.55,FALSE,0,0.3343,0
Ghana,child_iron,proxy,1872,10,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_40_44_years_females_hiv_prevalence_percent,-0.3339,0.3339,883,100,TRUE,0.55,FALSE,0,0.3343,0
Ghana,child_iron,proxy,1872,11,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_45_49_years_females_hiv_prevalence_percent,-0.3338,0.3338,883,100,TRUE,0.55,FALSE,0,0.3343,0
Ghana,child_iron,proxy,1872,12,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_20_24_years_males_hiv_prevalence_percent,-0.3338,0.3338,883,100,TRUE,0.55,FALSE,0,0.3343,0
Ghana,child_iron,proxy,1872,13,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_50_54_years_males_hiv_prevalence_percent,-0.3336,0.3336,883,100,TRUE,0.55,FALSE,0,0.3343,0
Ghana,child_iron,proxy,1872,14,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_50_54_years_females_hiv_prevalence_percent,-0.3335,0.3335,883,100,TRUE,0.55,FALSE,0,0.3343,0
Ghana,child_iron,proxy,1872,15,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_15_19_years_females_hiv_prevalence_percent,-0.3335,0.3335,883,100,TRUE,0.55,FALSE,0,0.3343,0
Ghana,child_iron,proxy,1872,16,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_males_55_59_years_males_hiv_prevalence_percent,-0.333,0.333,883,100,TRUE,0.55,FALSE,0,0.3343,0
Ghana,child_iron,proxy,1872,17,ihme_adm1_africa_hiv_2000_2018_hiv_prevalence_females_55_59_years_females_hiv_prevalence_percent,-0.333,0.333,883,100,TRUE,0.55,FALSE,0,0.3343,0
